agent_id,n_obs,pw_i_vi_coef,pw_i_vi_pval,pw_i_ci_hat_coef,pw_i_ci_hat_pval,pw_i_T_zi_coef,pw_i_T_zi_pval,pw_i_zr_coef,pw_i_zr_pval,pw_i_P_coef,pw_i_P_pval,pw_i_si_coef,pw_i_si_pval,pw_i_r_coef,pw_i_r_pval,pc_i_vi_coef,pc_i_vi_pval,pc_i_ci_hat_coef,pc_i_ci_hat_pval,pc_i_T_zi_coef,pc_i_T_zi_pval,pc_i_zr_coef,pc_i_zr_pval,pc_i_P_coef,pc_i_P_pval,pc_i_si_coef,pc_i_si_pval,pc_i_r_coef,pc_i_r_pval
47,240,0.05029542399440882,0.30117745524822787,-0.01404151437365327,0.5691948472475645,-1.32351627049768e-17,0.5888639471523317,9.326658998125662e-19,0.6888534881729018,-0.057434100047832774,0.29851784794613373,0.004045287113667903,0.8712228784360477,0.02668598122221066,0.4283843695891213,0.02488075811254204,0.0043751881431676656,-0.01301731751161179,0.003320796733782545,2.98221164478579e-17,6.594195273048115e-11,2.6006853093464275e-18,1.6679799830085183e-09,0.00024267637299772975,0.9803026368305244,-0.04573709768632349,9.22776240992645e-21,-0.02226399151698361,0.00025337967657685284
48,240,-0.03028302435182223,0.622432338523984,-0.0019974014529826646,0.9380819253651644,-3.974484581204344e-17,0.22168018716469415,0.0,,0.0022840859687692505,0.9722003710293624,0.04362978110251026,0.10110717453864491,0.010581718749218734,0.7577586676892268,0.04818105568449095,8.8813649213281e-07,-0.012444046107935605,0.002042754474123295,4.368516494580164e-17,7.288745700833728e-16,0.0,,-0.042471884661762924,4.186867033516945e-05,-0.034696874067598686,3.636699082672304e-15,0.008281573913524472,0.12111517666820011
49,240,0.24031228456279163,0.04547077199229971,-0.02459502066241459,0.35020114077049147,1.87766161117828e-17,0.41386766270775777,4.808058936807363e-18,0.3644922653073914,-0.19293690456294763,0.0961177574141381,0.0037274787303180536,0.8864518100099511,-0.021900527043700407,0.5388773056339689,0.006436839571759504,0.7508646882036387,-0.0101688550341178,0.023274754082207777,8.032080927849075e-18,0.03989560388270906,-4.163825005569434e-18,5.714297890612609e-06,0.0033382280245840175,0.864697561682539,-0.03691388763200956,5.848923913740077e-15,5.444833450233503e-05,0.9928036689311817
50,240,0.010831096110865187,0.9096505450450442,-0.01767749297756315,0.5092117609866792,-6.225088650341796e-18,0.3527275761525892,-8.358420014073965e-18,0.2720142795207079,-0.020570093949903584,0.8226304936320006,0.03178701211737321,0.27287085559526447,0.009601139325903951,0.7885632493538851,-0.046291342191765214,0.0008366450278893861,-0.014255592191197486,0.0002532695503345982,-1.4512024085709194e-18,0.1316087219177356,3.6836340823027516e-20,0.9730475990402654,0.043626127294023466,0.0010529210671756787,-0.028860834370609573,3.484345375677916e-11,-0.014437828356479296,0.005306506483407928
51,240,-0.016018484496024096,0.8080870986743168,0.005659326429822004,0.8304498648234844,-5.66058800154889e-19,0.9678757198491394,-2.6115224587413306e-18,0.5275540437334476,0.018813071555614236,0.792019164507076,-0.04921331949778607,0.06973802203190568,-0.00642800826140669,0.8568222307970536,0.01150720151189657,0.23130279589089586,-0.019298114812758536,1.0143877013065469e-06,2.2260717870687715e-18,0.2771685052946635,1.4969488210876206e-18,0.01341158588971413,-0.01208482972531403,0.2451893876991899,-0.040070544090783644,2.0092870807921994e-20,0.00346787310865923,0.5038636860001785
52,240,0.03965775943734926,0.5771931455540134,-0.023120095135858384,0.34350224032383647,1.1745358141238933e-17,0.27371847636837726,3.476238436359007e-17,0.2303240659779142,-0.002001333366614011,0.979684966473543,0.016078398051210942,0.5341014688454581,0.008753907688841708,0.7937810893382692,0.005559461017330961,0.6451095617779381,-0.000346475629615978,0.933271975188061,1.8290537254900243e-18,0.3150986575812162,-1.302598038968272e-17,0.008462928723454785,-0.007979052955447801,0.5498447866384513,-0.034555091681406594,1.1876409376647506e-13,-0.006530433038056276,0.2511486530491013
53,240,-0.007338578771399082,0.92056361183185,0.0019676448402580933,0.9430605123215148,-2.228406973864392e-17,0.2641557573051529,-1.482933074920688e-19,0.84653668164909,0.03343174267680732,0.6650859050744948,0.04538288133975733,0.11646205005864008,-0.025926902492470316,0.49437904795254684,-0.015215235105937855,0.12401240138605525,-0.017490563829162212,3.7092639784344138e-06,-7.272704454462198e-19,0.7855194300756259,4.0474209924899584e-19,0.00010593274060294669,0.016641721758605527,0.10892192594972414,-0.028732387507135672,1.9058735874733633e-12,-0.01354261078466576,0.008203652774732074
54,240,-0.0007124850141772485,0.9936140388276165,0.015072545873526001,0.564774286326893,-4.726468597811211e-17,0.24644231354578644,-8.322109672620786e-18,0.30895533964407085,0.037828287397700236,0.6699833080397649,-0.030099299082929222,0.26480533398834094,-0.005508551263069417,0.8730790530479055,0.012824118942237743,0.38084544846786283,-0.006748920520422398,0.117347819029422,-4.0137978224709206e-17,7.154420865866576e-09,-5.203497427532024e-18,0.00013508707685155422,0.004200817029321092,0.7732243467109785,-0.03500191627046204,9.944829170634591e-14,-0.022970836744223996,6.69177911746753e-05
55,240,0.05491792200820126,0.5258267080738118,-0.030547431748307593,0.21731622455001137,5.5039571351737616e-18,0.2727862424635183,5.84061404072208e-18,0.18423205865313325,-0.05030936892078251,0.5674091314837411,-0.0178315334917098,0.479132332046457,-0.02709538078116129,0.4184952589363923,0.007113344435173807,0.601684155082816,-0.012215828127002792,0.001894525690361977,2.0058948179263047e-18,0.01158605898340904,2.7354411807461257e-18,9.885445441235854e-05,-0.0043213429432562254,0.7549868788201041,-0.020092159721798453,7.974630257659132e-07,-0.026023003186566952,1.4603926622683484e-06
56,240,0.11682876539201903,0.048590560941979444,-0.025984304133538232,0.31527917555834406,-5.87103510890882e-17,0.1120952500049527,-1.9002538391010836e-17,0.1953053651418754,-0.070249595441359,0.2499383360743268,0.022295015743702032,0.38684484971090405,-0.0434787820939776,0.19707297916813996,0.024664455888746117,0.005366552292306607,-0.009781693890476435,0.011608471768183333,-1.084604303219971e-17,0.049059062186406314,6.12569331712802e-19,0.7788605785049272,-0.0151851816630915,0.09545231577052478,-0.025062240594790175,3.739100697135073e-10,-0.014871465755248163,0.003276962222890202
57,240,0.05005759838239747,0.5075856200221365,0.01949642599098561,0.46641385419069614,2.5913145448275194e-18,0.6627945122646788,-1.1933212483869477e-17,0.37460681301577337,-0.08485496644231677,0.283493797373847,0.013615858858982095,0.6184575872569285,0.03256569326537117,0.35823922162698807,0.005326322219924732,0.6614106201449697,-0.00897172110650233,0.03816814497490033,1.1646608340427375e-18,0.22419038353719561,4.781116381507925e-18,0.02783146507849788,0.004929235286327374,0.6985112684628314,-0.05394736255514879,4.705343254104923e-27,-0.006371946074034923,0.26446335925195774
58,240,0.1925664838499208,0.17435320098406895,-0.02919703402795968,0.296986372326144,-2.947242624630008e-17,0.20354279436160944,1.5698864345046747e-18,0.4714511014151622,-0.17340120470257692,0.24931204449987826,-0.03351773022033165,0.2300950933639195,-0.020503003143259924,0.5984829277007617,0.0430494131693488,0.04001325396113104,-0.0035313394207746405,0.3922504218718106,-5.7467956449490244e-18,0.09319002312790711,1.1863756565814692e-18,0.00027318515395627807,-0.04127885073373816,0.06357572301359264,-0.018248246441548224,1.3781603609461668e-05,-0.01289165438688272,0.0255145917584109
59,240,0.011383552595190083,0.9011348699521716,0.0032036279728979503,0.9012739285248017,6.3849642926523175e-18,0.7159781523664788,3.993240462894062e-20,0.9950957685763971,-0.03446421577411263,0.7189685882557357,0.016143073156412766,0.5510974981873569,-0.0028122461725550545,0.9373179756933873,-0.023602864190292432,0.10089630063881132,-0.005590425390430266,0.16761465133376435,-3.0467205171433035e-18,0.26801997500616487,2.912596053596228e-18,0.004526648072915195,0.009597724575303928,0.5222512002796755,-0.024286048965552847,2.9721160213950957e-08,0.02267641468456337,6.83815265241925e-05
